Unnamed: 0,name,address,lat,lon
1,,600 FAIRVIEW ST  HANOVER PA 17331,39.75836,-76.98075
2,,650 FAIRVIEW DR  HANOVER PA 17331,39.75946,-76.98383
3,,1032 MUSSELMAN RD  HANOVER PA 17331,39.73446,-76.92154
4,,"50 KING ST E,  YORK PA 17401",39.9615,-76.72524
5,,"90 NEWBERRY ST N,  YORK PA 17401",39.9613,-76.73569
6,,"605 DUKE ST S,  YORK PA 17401",39.9549,-76.72094
7,,251 N BROAD ST  YORK PA 17403,39.96916,-76.72048
8,,"629 PERSHING AVE S,  YORK PA 17401",39.95288,-76.72693
9,,"368 PRINCESS ST W,  YORK PA 17401",39.95677,-76.73521
10,,"740 LOCUST ST W,  YORK PA 17401",39.95303,-76.74444
11,,"839 MARKET ST W,  YORK PA 17401",39.95666,-76.74835
12,,"800 KING ST E,  YORK PA 17403",39.96647,-76.71025
13,,415 E BOUNDARY AVE  YORK PA 17403,39.95938,-76.7164
14,,800 E KING ST  YORK PA 17403,39.96647,-76.71025
15,,350 HILL ST  YORK PA 17403,39.96599,-76.70012
16,,661 N NEWBERRY ST  YORK PA 17404,39.96873,-76.73992
17,,800 ROOSEVELT AVE  YORK PA 17404,39.96618,-76.74849
18,,334 CARLISLE AVE  YORK PA 17404,39.95667,-76.75728
19,,1059 KELLY DR  YORK PA 17404,39.97335,-76.75239
20,,"177 JACKSON ST E,  YORK PA 17401",39.95346,-76.7189
21,,1185 GETTYSBURG PIKE  DILLSBURG PA 17019,40.14142,-77.01569
22,,33 MUDDY CREEK FORKS RD  BROGUE PA 17309,39.87072,-76.48402
23,,2870 FURNACE RD  RED LION PA 17356,39.91504,-76.47072
24,,3444 STICKS RD  GLEN ROCK PA 17327,39.76337,-76.76666
25,,4631 SHAFFERS CHURCH RD  GLENVILLE PA 17329,39.78629,-76.80807
26,,4242 GREENMOUNT CHURCH RD  GLEN ROCK PA 17327,39.80803,-76.80663
27,,570 COPENHAFFER RD  YORK PA 17404,40.06011,-76.78101
28,,5675 SUSQUEHANNA TRL  MANCHESTER PA 17345,40.08996,-76.76165
29,,3700 DAVIDSBURG RD  DOVER PA 17315,39.97913,-76.8357
30,,5005 CARLISLE RD  DOVER PA 17315,40.01243,-76.85993
31,,3380 FOX RUN RD  DOVER PA 17315,39.98774,-76.82385
32,,8916 HICKORY RD  FELTON PA 17322,39.79568,-76.53442
33,,4855 BOARD RD  MOUNT WOLF PA 17347,40.068,-76.71325
34,,340 LEWISBERRY RD  NEW CUMBERLAND PA 17070,40.20856,-76.8716
35,,599 LEWISBERRY RD  NEW CUMBERLAND PA 17070,40.19,-76.89063
36,,530 BIG SPRING RD  NEW CUMBERLAND PA 17070,40.18563,-76.83899
37,,292 SPANGLER MILL RD  NEW CUMBERLAND PA 17070,40.19538,-76.89088
38,,8 ORCHARD RD  NEW PARK PA 17352,39.77019,-76.47108
39,,"1048 MOUNTAIN RD S,  DILLSBURG PA 17019",40.0797,-77.07393
40,,1199 PORTERS RD  SPRING GROVE PA 17362,39.82884,-76.89649
41,,OLD CHURCH RD  YORK PA 17406,40.00302,-76.61802
42,,44 WALNUT SPRINGS LN  YORK PA 17406,40.0129,-76.58375
43,,3336 BRIDGEVIEW RD  STEWARTSTOWN PA 17363,39.75891,-76.62327
44,,116 NASHVILLE BLVD  SPRING GROVE PA 17362,39.8978,-76.855
45,,5101 DARLINGTON RD  YORK PA 17408,39.91984,-76.83971
